mask_hex,rank,joint,active_rows,first_q,first_r,row_support_fnv
00b0450c,8,0,365,100,636,50bc9867df5fb0a7
091038a0,8,0,352,294,636,43cd27c761928727
24141a10,8,0,348,100,636,67092c66e4f357d3
31240608,8,0,391,100,636,38e567eb72a62c3e
0e502140,8,0,255,294,636,86f0f1aa94abce3f
21144490,8,0,373,100,636,a91be091f78f5170
0d404144,8,0,237,294,636,675d239593adb30f
01e11500,8,0,377,100,636,88d1ab45295eb88d
15011310,8,0,361,294,636,b3b88f74a9e50af5
11802644,8,0,214,338,636,eed8c3893aa920f9
224ae000,8,0,391,100,636,38e567eb72a62c3e
17164000,8,0,391,100,636,38e567eb72a62c3e
02492209,8,0,374,294,636,e42ec4daab918d19
23205104,8,0,389,100,636,7fca8809672176a5
078c1040,8,0,383,100,636,516b290b71a6ff47
280e1440,8,0,342,294,636,8ea7c1bef7443b1c
29490a00,8,0,368,294,636,79e72908798ac488
0b920018,8,0,324,256,636,150c2f7ab10d3b9d
320c3800,8,0,391,100,636,38e567eb72a62c3e
27801180,8,0,369,100,636,1396cbf1d0abce2a
0d442410,8,0,371,100,636,5267ce5d8a611f46
05a81204,8,0,390,100,636,31fe421dcc88c51b
26032082,8,0,379,100,636,8410281d2d655e93
048320c8,8,0,294,294,636,511dca4b5ac9a9ed
24205025,8,0,381,100,636,a2f73bad19a78cce
0603800d,8,0,388,100,636,4951cdae85963cbe
0310f010,8,0,391,100,636,38e567eb72a62c3e
00359101,8,0,335,100,636,92b7395f3c3347f7
11032604,8,0,275,294,636,c334eed5ba8e5778
16082182,8,0,345,256,636,d1fde92b2f555f7c
204804c9,8,0,364,100,636,8cb557a36c19d2f0
0d424210,8,0,383,100,636,4d399056c38cfd98
22405601,8,0,360,100,636,7534199f480e76bd
1098b004,8,0,371,294,636,927e9d09ff87fb1c
0428041e,8,0,272,294,636,b5fabe519298921d
1500c284,8,0,369,256,636,63750a8fabfa75dc
0c024431,8,0,206,294,636,21c196415e8c25c5
05120483,8,0,369,100,636,48ffa5cdb6a5c0e8
3010d00c,8,0,388,100,636,544a3cf57a425289
20320189,8,0,331,294,636,dd14b8c93236029f
06c50014,8,0,221,294,636,6f1ade550e442177
0c111051,8,0,230,294,636,cb7cbc019c50aea7
241006a8,8,0,307,294,636,14a72d468de67e35
141c0910,8,0,367,256,636,77cd5e644f5f4b21
00496488,8,0,376,294,636,4e3c582779ca6819
0c309801,8,0,391,100,636,38e567eb72a62c3e
1212c208,8,0,350,100,636,c86d4125e3904ef0
0842101b,8,0,328,256,636,9c658371e2333d62
13407001,8,0,391,100,636,38e567eb72a62c3e
00417405,8,0,244,294,636,83530f5098f19e2c
02ac2081,8,0,381,100,636,c1bab9f1ae04ae3f
1a00d006,8,0,326,100,636,c68bf1cae1abf648
00426294,8,0,321,294,636,7edf18aceb74cd96
34485200,8,0,391,100,636,38e567eb72a62c3e
04046582,8,0,298,256,636,366c6098f0f5b0af
34302060,8,0,323,294,636,af5f4e65bfda54bb
03701210,8,0,391,100,636,38e567eb72a62c3e
02d28410,8,0,247,100,636,590bc2f5537a125e
02558500,8,0,207,100,636,9a4192cb84273ce7
01b11044,8,0,308,294,636,8d8ce33f077c7cfa
046520c0,8,0,378,256,636,48bdb7ef0d4c827f
3b010401,8,0,351,100,636,5cd256f784dcac34
0500c384,8,0,162,294,636,ff389d2f83da4a41
34c004c0,8,0,346,100,636,fe4601fab40b60e
044a5804,8,0,330,294,636,ed41b7ab1e59bfc6
01805426,8,0,359,100,636,8620d9bbe60ce3e8
04006a0e,8,0,176,294,636,2cfffe3fbadf19b
01301099,8,0,389,100,636,df4756f24f727cb9
14250038,8,0,277,294,636,f5b7cd9668c475d8
14982022,8,0,356,294,636,28743ae07da359e8
31140481,8,0,391,100,636,38e567eb72a62c3e
0810302d,8,0,236,294,636,587127a53e3a773
0722a020,8,0,385,100,636,9b14876e88a9d0f3
0143d001,8,0,348,100,636,1e7ad69f49cba5f4
0580c510,8,0,360,100,636,ac52dd6c762b5c84
16224088,8,0,375,100,636,71f4105b6bf1e2c7
35121400,8,0,391,100,636,38e567eb72a62c3e
0ca20a01,8,0,219,294,636,79a06ff7464a1851
08c0c504,8,0,119,338,636,3c42ba665013e63f
06816102,8,0,388,100,636,61718253b20a19c0
0660204c,8,0,221,294,636,4deefd1ad397cea2
092a1041,8,0,390,100,636,e358bd8767b8d904
0e108212,8,0,297,100,636,ec909ed22da3557
01622025,8,0,281,294,636,35c671f2113d6f60
15340048,8,0,391,100,636,38e567eb72a62c3e
0318102c,8,0,349,100,636,556468dab0138a67
1d042102,8,0,357,256,636,76821ffc0f375355
32300806,8,0,280,100,636,edbcf45564b8cc8b
04201364,8,0,236,294,636,7123127aef514374
08c82c40,8,0,288,294,636,34afc2876c815eba
20382d00,8,0,369,100,636,83bff6613aae0d67
14205441,8,0,391,100,636,38e567eb72a62c3e
2c800461,8,0,126,294,636,a376f15c48c6e3de
0600f804,8,0,388,100,636,5583cc48b970adfa
03c84802,8,0,373,100,636,2b626e34dbb7cff9
120ab001,8,0,344,294,636,731a4a6a0509ab60
3148002a,8,0,310,294,636,a499d1984b21fe3a
24270021,8,0,184,294,636,a77107bd68df0ab0
20d2b000,8,0,373,294,636,a258436c8c00da04
30405488,8,0,383,100,636,c32f395f32862ca3
0c4110e0,8,0,167,294,636,33dbd63aae62d0f5
24049422,8,0,164,294,636,8066424ff0a0b98d
12442580,8,0,369,100,636,fe210cb9d2cca2df
0aa29001,8,0,381,100,636,2a8c7fc776b8b7c1
12928801,8,0,314,100,636,a661f2ce3ae23c6b
1ca20808,8,0,344,256,636,52428c1a9cd22fd6
24910181,8,0,240,294,636,6376c8a7cd171c5f
0d208980,8,0,219,294,636,b72f6e7f1a12f489
05984201,8,0,391,100,636,38e567eb72a62c3e
13107400,8,0,391,100,636,38e567eb72a62c3e
0e01104a,8,0,228,294,636,739ac77b6a3dda69
1884020d,8,0,311,294,636,6251800b7f4691f
22100b88,8,0,4,282,624,765f8d82eaea73de
380086a0,8,0,0,,,cbf29ce484222325
20414423,8,0,10,520,630,d51a006215002065
1020c1a4,8,0,2,265,625,bba8cf832dd0b7e1
02085470,8,0,22,338,636,71a50d1ae3f6d6d5
28281070,8,0,128,338,636,82962afd1c67cf65
212a0111,8,0,94,306,635,1c73f331fc9b5c60
31011214,8,0,92,338,636,822941334fb0f9b3
0a684120,8,0,48,338,636,5058804efe84b281
310048d0,8,0,75,306,635,d644b2b0c63d7f69
11258006,8,0,162,294,636,8ae3b0a9dac07049
21014a82,8,0,102,306,635,95a131df05b0aadf
006c4124,8,0,54,338,636,6dbad607f96c6409
22045218,8,0,66,338,636,fa85f9dfbc520a92
20444886,8,0,40,294,636,8dafd1c74b56f7ac
08341122,8,0,63,294,636,1cb67f03021f660d
03454180,8,0,80,338,636,1fdcf484429980
10201694,8,0,27,306,635,21693c57e80d89af
01334024,8,0,108,294,636,5543003b252aeee8
00105236,8,0,56,294,636,279ef86df73355b5
3024808c,8,0,114,294,636,80b5c8a73f36991c
01121903,8,0,128,294,636,c5bbd40c45c08e5c
3010406c,8,0,122,294,636,4b68ccffb0e153b6
01209116,8,0,69,338,636,efdf75d3784773a
13280814,8,0,60,338,636,cebbe2533ed3218d
01005ea0,8,0,66,338,636,bcfbc33fbcf6dc8d
2a280025,8,0,129,294,636,420e17967171982d
2124c102,8,0,118,338,636,598d4f7dcfbad9fb
2a0f0040,8,0,157,294,636,2cd1419938e2eb54
02258282,8,0,39,294,636,9bc26310d2b6f518
10a92180,8,0,90,306,635,8688c3cab4636331
03248144,8,0,49,338,636,3babfce6aef22c31
0a0d2011,8,0,69,338,636,f25c2780025d4289
00bd00c0,8,0,67,294,636,6e1c090ea3e30d10
21c40841,8,0,66,100,634,973a9552cd234413
0100384b,8,0,63,332,630,a62396c2be3ff77a
23000c32,8,0,43,338,636,59a56144ad82a5bb
1110414c,8,0,63,338,636,be28063c65cb53e4
03102862,8,0,14,338,636,58e5dcef09fb589d
08843043,8,0,61,220,630,fcb095aebb31300b
00a49806,8,0,10,338,636,1676e934a5c8851a
0068045a,8,0,34,338,636,cf8d47567fa23602
011a8052,8,0,26,338,636,373ab226f910d1ba
0a0948a0,8,0,13,338,636,6bab1ddd6d90827c
200055a4,8,0,21,282,632,b57fcdc9affaa332
12061540,8,0,15,306,635,fc5753569556eba0
02944054,8,0,62,294,636,9b8b1c861a872585
10129c04,8,0,28,294,632,a4b4befbf46e055e
18061320,8,0,72,294,636,99c950c5b5067766
14050115,8,0,143,294,636,63dbf978797f0dc0
12ca8200,8,0,102,338,636,4f08473267522c86
30049460,8,0,120,338,636,434349d5f907ffc5
1008944a,8,0,89,338,636,87ebe21edb54a9be
011a0e10,8,0,93,338,636,7ed951505a13f10f
1400052d,8,0,125,294,636,145f1d8bdebde20
14050c24,8,0,92,294,636,a0f03c29e0712bca
12920510,8,0,37,338,636,c58ba6072354c951
221b0240,8,0,176,294,636,90ca86915dd03771
01a4c028,8,0,149,338,636,e95045e7b0a86a73
1092201a,8,0,122,306,635,2d861ad616068b39
38840181,8,0,123,294,636,76e9cc5909a46c2
30804072,8,0,119,306,635,691caf24b7cce2e2
15400944,8,0,32,306,635,c4593af0c0760ede
10148151,8,0,62,294,636,ba5c09d2ef374e5e
0ac09820,8,0,19,338,636,9b333d8c6c36fc19
01c28a80,8,0,117,338,636,20627dcb1a3536d3
11920805,8,0,99,306,635,364899dc01c173fa
06013150,8,0,58,338,636,cbbdbe01b3504da7
27800160,8,0,65,338,636,ed0be81fe6c963b9
02842e40,8,0,84,338,636,d2ff0a2d31f95b78
0b048818,8,0,109,338,636,d6667824092b9ae
04818522,8,0,36,294,636,a38b269871f1b59
00c0b043,8,0,48,100,634,4ed91a5f67518507
17000161,8,0,31,338,636,2d76cb54cf745aa0
0a340218,8,0,81,294,636,3f5013d3c2e6eb07
01139500,8,0,84,294,636,18b8ba80a7986242
22002d82,8,0,146,294,636,589fdd7c0029c2f3
03022512,8,0,53,338,636,b9f28c8805ab64b8
020024ab,8,0,175,294,636,b564ca2be42864db
0a0ca110,8,0,105,338,636,6c7df68cafe1d747
0b010618,8,0,122,338,636,faa53d9a4f528fd3
15220118,8,0,135,338,636,5e358c0c161b1558
000f20b0,8,0,63,294,636,c9b407958ac06e1f
0208238c,8,0,54,306,635,4b34d8afd12b1823
00a8222a,8,0,56,220,630,6623f6a48bdfb381
02092503,8,0,5,416,632,9be87120fee990eb
042220d4,8,0,91,294,636,2a1e360c0ac42314
080820b6,8,0,73,294,636,4f9fb3799b1311c1
0100e0d8,8,0,117,338,636,72387ce87e658ff
0a0420aa,8,0,81,294,636,316ce2b922db4ac3
0019a098,8,0,124,294,636,c7ffa623af687903
09238240,8,0,76,338,636,933d4c480211d83e
020a221a,8,0,96,338,636,a2a19a01627655c5
200821aa,8,0,106,306,635,d10404a1f7e23421
20482065,8,0,85,282,632,94561e6d05dc4bd1
032b4020,8,0,88,338,636,59e0fc354004fd65
001c2198,8,0,150,294,636,7d25fa8efaf0a773
011f0410,8,0,175,294,636,ea404b794b307e3d
02a82122,8,0,115,338,636,7c45300012e8cb17
024d2900,8,0,75,338,636,1a80fb476e3c7ace
02180899,8,0,223,294,636,f2833efd65d03d57
0008380f,8,0,172,294,636,a1e61a45bfeb970d
01ab0081,8,0,154,294,636,a36f0ee83cccf47b
004a0c0b,8,0,213,294,636,39dc9b7c895bd673
01002396,8,0,39,416,632,ba32cbf03ce6080d
22242450,8,0,185,294,636,141e2b178aa472d7
340a00b0,8,0,162,294,636,f009fd8954990f4a
030c02a2,8,0,88,338,636,aa7a43da33622f86
032c8820,8,0,191,338,636,7f197a4ab59236da
300a40a2,8,0,177,294,636,efc59b04988ab2f2
0288a0b0,8,0,67,338,636,a878e44147177ad9
0209a806,8,0,17,416,629,304c2493901ff0e1
13a02820,8,0,122,338,636,1192f3605552505
012a0624,8,0,123,338,636,7a3111a9a5960ca1
00a8408e,8,0,146,294,636,876841ae2cf7681
0204a21a,8,0,22,372,630,f85825adc79cad8e
22200d88,8,0,222,294,636,8bef856dac9139a7
009620a2,8,0,123,294,636,92f2f69f8d7d2f04
208b0016,8,0,106,338,636,cc7d3e7af78fe1eb
2120a029,8,0,181,338,636,99657e1aee837bcc
200ea060,8,0,93,338,636,8ca87c421ea57683
02042187,8,0,134,294,636,1ad0504e000e7c80
2209001e,8,0,200,294,636,8965aef4a1899a6f
120520e0,8,0,92,294,636,6a378788b6b120f5
00690628,8,0,50,338,636,b9535879bd93c5b2
03300126,8,0,219,100,636,b9d98094fe770a32
218e0090,8,0,226,294,636,dddee7f1f1797b71
001c0c8a,8,0,141,294,636,f4b75b60fd9a8187
18052190,8,0,92,294,636,8c07d268d6dae286
06090541,8,0,118,294,636,27f7a84e9b06a1fc
0804e4a0,8,0,210,294,636,eb7011247ce87dbc
00117a04,8,0,265,294,636,edec5641b3e943b6
280160d0,8,0,120,294,636,a904adae0839cb47
19012340,8,0,50,445,626,8c86c9ede78c838
10887030,8,0,320,294,636,23277f273c77c1e7
31430a00,8,0,185,306,635,1918b45a912e8cc
00b8008d,8,0,252,294,636,705b1f6b97e5566c
0628006c,8,0,108,294,636,f0c565ecf1de56c2
28081213,8,0,227,294,636,a619cb79d62729a4
12258042,8,0,173,294,636,7cdb41e6712c977
20a08588,8,0,146,294,636,160025aad6cd0ff4
20284514,8,0,158,294,636,356ad1bfa17d0cb6
208b1410,8,0,117,338,636,adeab1c35d508271
2202141c,8,0,175,338,636,eee7cf29986cb115
29410428,8,0,234,338,636,17e9c5f0eddd1e57
2818010e,8,0,230,294,636,c70f6e0025e052d0
24408885,8,0,192,294,636,21411ccbb539fc5f
00a06886,8,0,256,294,636,439d18ab249297a1
020060b6,8,0,169,294,636,55f0c090f9f9eeb8
04a884a0,8,0,231,294,636,8861f01e3d87ae5b
180a2242,8,0,191,294,636,7d12ef4ff9bbb3c3
221d0011,8,0,283,294,636,3bc96b4948518467
000a2c49,8,0,257,294,636,f8b5552e34921590
02032a88,8,0,270,294,636,b650fb5fbec73c03
20180e84,8,0,294,294,636,43d93ece578edcdf
208e2028,8,0,265,294,636,3f0d3e380faedd84
08ae2020,8,0,200,294,636,4981aa76ec4a8add
010a6c40,8,0,325,294,636,ee70002b48e15b6b
08622504,8,0,112,338,636,c24f3e90996e2960
11230601,8,0,225,294,636,60ac7547bad6998b
20748404,8,0,152,294,636,c210410b4128566c
2002aac0,8,0,19,306,635,bb4a56594cc98466
01036405,8,0,264,294,636,61e3ee2277a204d4
30481881,8,0,269,294,636,ec421ce9730342ea
28514280,8,0,245,294,636,2d9fb6350cbd518d
28222250,8,0,127,306,635,48caf4528e07cf3e
2020b190,8,0,161,338,636,246f4fea902f957f
01097104,8,0,333,294,636,9e5379b7bad5864
20882c18,8,0,267,338,636,caa2736dcc7f06b9
2249800c,8,0,153,338,636,2d91f6bf239900b8
2000f188,8,0,255,294,636,74a69e9a6cf0e5f9
28005603,8,0,230,294,636,f8abab896cffa020
09ca0840,8,0,246,294,636,5f1256cfb5923588
01903821,8,0,255,294,636,4e15143f49443ea6
28470108,8,0,160,294,636,4694320b21c50ce1
310a4220,8,0,331,294,636,92c646267f2f2833
32090441,8,0,222,294,636,bcb54d01b289bd8b
20067060,8,0,147,294,636,e3ca3ba56bd27a8d
31209801,8,0,327,294,636,8426df0f1481a9be
01022ec0,8,0,284,294,636,54bdbe7c30d696fb
010b3104,8,0,205,338,636,247b3defb797e3a5
20037014,8,0,140,338,636,21effebc12b1a28d
008078a1,8,0,317,294,636,9e5ec6c2dcc2330f
0011a08d,8,0,213,294,636,128490cc820a6f42
0a03c420,8,0,128,294,636,dfddc0215ace7dd4
20aa1012,8,0,336,100,636,293df64baab4efac
3000c688,8,0,229,294,636,b3172e11f6fbcb6b
002ea880,8,0,288,294,636,679ee92637e2cd82
21109260,8,0,151,338,636,d36ac00e90a6fd60
210123c0,8,0,89,306,635,18607ff995933c21
28188a10,8,0,175,294,636,baf0d961fb253f0a
014c9180,8,0,241,294,636,85b20af89667d8d9
218a0460,8,0,198,294,636,19b8818fe26e4074
0839200a,8,0,254,294,636,c87c65e120e7c1a8
3120c006,8,0,233,294,636,2415547b93491f8f
11280a81,8,0,332,294,636,431827e66f206c60
0005620d,8,0,242,294,636,7f019b605a26d506
0049e180,8,0,257,294,636,e1196553ea159c8
28a72000,8,0,174,294,636,f4eeb652505ab0e9
2068020d,8,0,297,294,636,4f81b6058d75092e
020860cc,8,0,204,294,636,f2bc1bb53e9da5b2
21231240,8,0,294,294,636,da81472313aa82d9
2882c014,8,0,158,294,636,820e3e0dfc242a16
082a80a8,8,0,232,294,636,2bf4f059d0527911
209a8220,8,0,214,294,636,afe53b586ba7d798
0124a308,8,0,208,338,636,92a13a8b0bf172f5
0025a0c1,8,0,147,294,636,7375b9487e1ca647
31888041,8,0,287,294,636,1cc6086d38ab43e9
2a214500,8,0,212,294,636,9ed67adbda9ad3dc
320a2028,8,0,272,294,636,2ebff6feeedd6762
2090288a,8,0,208,294,636,bfd60b977ab0fa09
08c8a090,8,0,246,294,636,ad25f1317a45e246
20594180,8,0,251,294,636,52dc876226baf808
22041618,8,0,202,338,636,aa7b385aadc9d51
08381114,8,0,233,294,636,928a85f7636271
2c280821,8,0,217,294,636,b263a121e8846757
084b2044,8,0,228,294,636,9bbdb678f78df693
29082062,8,0,262,294,636,e102b146f887d6de
1a282090,8,0,283,294,636,ac787895120bc08d
200071a4,8,0,303,294,636,a38eae5a9fc2d80
01921282,8,0,279,294,636,3b25c21e7ccb1df6
28e1a000,8,0,160,338,636,1a81ce7c5e8c512a
20368208,8,0,204,294,636,f1b9a75051d4dd87
21262104,8,0,217,294,636,c3f85189317b815f
11079400,8,0,289,294,636,85634bb9dd04e9b4
20c230a0,8,0,214,294,636,858181d66a6403be
090b8028,8,0,142,294,636,3fa59a1085037281
200a5214,8,0,285,294,636,432317429f4a4d96
200c38c0,8,0,276,294,636,674eca95fd07ad23
21811281,8,0,286,294,636,f8f7dd46cd7b4756
303a0022,8,0,280,294,636,be4b051db67d3ef3
209a0098,8,0,317,294,636,e59e150246b2d88
28380244,8,0,242,294,636,cf516724dc0ba481
01243124,8,0,381,100,636,26d599cb112f2ca3
0412e402,8,0,355,100,636,3dad67627c68bade
2e00a404,8,0,389,100,636,51c370f1c836d0e5
14524804,8,0,388,100,636,cb7cc29350df046e
2c050c04,8,0,242,294,636,22a6538f8598ebaa
24221310,8,0,246,294,636,b71aa5ff69b35ecd
35020d00,8,0,199,294,636,7545f05e3e611b1a
06a41a00,8,0,368,100,636,d126d00c07917d4f
064a0c04,8,0,276,294,636,45c96fc7310a824d
13140c10,8,0,391,100,636,38e567eb72a62c3e
240c022a,8,0,297,294,636,d15d52cdf0a05996
01425608,8,0,372,100,636,7e7acbf25a0def71
0101f011,8,0,275,294,636,ca2b0824c2ab8ec7
191b0010,8,0,271,294,636,92d4e41e519a20dc
14243120,8,0,391,100,636,38e567eb72a62c3e
26822011,8,0,236,294,636,aa883aa40c12b49b
21918401,8,0,387,100,636,aeed2c6ab53268fe
04784a00,8,0,386,100,636,192068ffa5303e05
0a623040,8,0,390,100,636,e358bd8767b8d904
04b00988,8,0,300,294,636,da33b859b4e8da86
0e021242,8,0,239,294,636,4a2db148b5c15ea0
14007640,8,0,390,100,636,b42db3eb0915969a
0a07e000,8,0,325,256,636,10d64725791c0e5f
34308140,8,0,320,100,636,34860fa130771a3c
2100ac44,8,0,193,338,636,80bea7131e72262d
0c514808,8,0,390,100,636,2151763d9d212607
124c1480,8,0,386,100,636,1b7846befbb8cb7b
211080b1,8,0,147,294,636,362e6a9b3f3fe034
13302880,8,0,391,100,636,38e567eb72a62c3e
010824aa,8,0,307,294,636,97d39b0f9dd2d591
186420c0,8,0,356,256,636,886b080346d6b4ad
2b205010,8,0,384,100,636,4fcd9906770ad98b
24380680,8,0,391,100,636,38e567eb72a62c3e
0104a40b,8,0,343,100,636,182ccfd606781ec7
0c022309,8,0,388,100,636,486bb1416dc44778
0f002023,8,0,292,294,636,1ea2f69a25719a57
21621808,8,0,330,294,636,49f42f928447e999
0308b104,8,0,372,100,636,e1b50b1e249c3a84
24041c05,8,0,237,294,636,ccf9b9c9015cbea8
10530809,8,0,384,100,636,1fc7b7ae4ea3a8a1
2a184060,8,0,305,294,636,97e5ed00f4b60561
24819006,8,0,253,294,636,151247ec3a1fce7b
0f000a03,8,0,289,294,636,c199f08da318f974
0834e002,8,0,332,294,636,689631c859f93df5
23222801,8,0,352,100,636,4344723f18844c41
02582481,8,0,391,100,636,38e567eb72a62c3e
1500f100,8,0,391,100,636,38e567eb72a62c3e
218420a4,8,0,294,294,636,282941effd260afd
3d800440,8,0,389,100,636,accec2b515a2fedf
0094e00c,8,0,386,100,636,6b35a13c478c091f
0d008321,8,0,322,294,636,77fec1264bfac3c4
0c628a00,8,0,221,294,636,f2ad25d33be36448
35007008,8,0,391,100,636,38e567eb72a62c3e
34430801,8,0,298,294,636,a09f3f1872699fa4
042f0005,8,0,308,294,636,58249f2a2c05bdf1
1b421040,8,0,309,294,636,d67763827c9cfbda
090a2124,8,0,255,294,636,c638a237285fbf77
19628008,8,0,359,256,636,eba94bfe185ed3c3
0c111814,8,0,276,294,636,27a29697699e82a5
2098c600,8,0,391,100,636,38e567eb72a62c3e
05541220,8,0,391,100,636,38e567eb72a62c3e
140420e8,8,0,322,256,636,bdc6305081b6b298
04380213,8,0,300,294,636,4c47a9c822495639
00271448,8,0,297,100,636,1500dcb21396cf8a
303e0001,8,0,391,100,636,38e567eb72a62c3e
07402188,8,0,388,100,636,5512b9efbdd8b464
082aa280,8,0,374,256,636,c8e386ea15e30984
24011492,8,0,217,294,636,1fd172f2e1862147
141d1008,8,0,391,100,636,38e567eb72a62c3e
02342442,8,0,362,100,636,6d869366703e0250
08588405,8,0,232,294,636,de2962798284b928
02722180,8,0,372,100,636,dbe5f573d5950b98
2421480c,8,0,263,294,636,dc194fbffb502d0c
040623a0,8,0,291,256,636,c7712802516e6b82
004e4484,8,0,212,294,636,8c8451be73e4c710
0d8200a4,8,0,251,294,636,6068f30c18d03ef1
21341048,8,0,388,100,636,e1b35ef7b8189ae7
0e243200,8,0,391,100,636,38e567eb72a62c3e
2484c500,8,0,391,100,636,38e567eb72a62c3e
07201890,8,0,373,100,636,5a81052d4be411e0
3d013000,8,0,391,100,636,38e567eb72a62c3e
05088605,8,0,381,100,636,a2b64ea1061df237
0580c0a1,8,0,385,100,636,7208b8f4f6171abc
01517001,8,0,391,100,636,38e567eb72a62c3e
00a95110,8,0,336,100,636,3e0af293e4506a8
033c1002,8,0,391,100,636,38e567eb72a62c3e
1e022042,8,0,298,256,636,e2127bcebe061767
34440428,8,0,380,100,636,71b18928c6479cb6
06018470,8,0,214,294,636,45647a90f8660119
22407420,8,0,387,100,636,8a3054f50adf1352
2901c600,8,0,305,294,636,5cb2ab054cdce5ee
0420f050,8,0,382,100,636,61479604a1d5d096
281d0810,8,0,222,294,636,77f98b7cb098f145
20508588,8,0,169,294,636,8202d1abce79e7e7
0a221884,8,0,332,256,636,2870cf6828602e0a
14160601,8,0,378,100,636,c738bc148190aad8
02066406,8,0,346,100,636,1c1bbe139880916f
0b421208,8,0,391,100,636,38e567eb72a62c3e
284e9000,8,0,293,294,636,ba92c87bb0e0a78a
24884094,8,0,354,294,636,5916b518e903d4e
04814381,8,0,361,256,636,37682bb87fab70ba
044a3030,8,0,253,294,636,ea194cacdc812496
09321102,8,0,388,100,636,7729f8d376a4ca1
31482180,8,0,391,100,636,38e567eb72a62c3e
25404122,8,0,286,294,636,6fa428999264a1c6
2380408a,8,0,353,100,636,78fb1ff6ff9c77ef
0c8c8180,8,0,250,294,636,f9b731354a4d5058
33402006,8,0,381,100,636,109a0193b307a0f3
24488244,8,0,159,294,636,d374bb4a71d7fb7a
37081100,8,0,388,100,636,a429e1a58f7a2496
19888440,8,0,386,100,636,a10a7e1ce510bebe
013c2408,8,0,391,100,636,38e567eb72a62c3e
01500c19,8,0,387,100,636,952eb61de6452bee
02084499,8,0,305,100,636,3e4082498f21d473
29c2000a,8,0,291,294,636,c431da6706cd737b
20587800,8,0,390,100,636,71c1f1a7f9a96e4f
02541409,8,0,391,100,636,38e567eb72a62c3e
21128602,8,0,242,100,636,1d6b0ceba19c7d21
05974000,8,0,390,100,636,b42db3eb0915969a
24a8c004,8,0,378,100,636,518f50b24f99d390
00caa180,8,0,296,294,636,2ea10abcd84280b9
01082a86,8,0,329,294,636,d56098d8919b5ea5
0c0310b0,8,0,227,294,636,d5b34e8f97b9cf22
02886448,8,0,380,100,636,5d841dd4cd9530d6
38520048,8,0,352,256,636,f2307513f30a3c8d
2a2ca000,8,0,391,100,636,38e567eb72a62c3e
2194020a,8,0,264,294,636,4ad0c327eaede17d
01a80c09,8,0,383,100,636,2339b7047969fead
0d809003,8,0,390,100,636,c02fa3477e03c59
35304001,8,0,391,100,636,38e567eb72a62c3e
00446087,8,0,350,256,636,f6ec2d121ce639a9
04469402,8,0,146,294,636,376810f0982276e1
20701620,8,0,332,100,636,de406219290aada0
08383500,8,0,389,100,636,27527b9ae954697a
14107108,8,0,391,100,636,38e567eb72a62c3e
08827404,8,0,385,256,636,4ef78493885aa618
01a85208,8,0,381,100,636,b3f31f1f29538fe2
2c005049,8,0,391,100,636,38e567eb72a62c3e
240d0602,8,0,390,100,636,98d68c2ee2532965
18060988,8,0,318,256,636,806d188eb6e8652d
0a883401,8,0,347,294,636,6bb48383337b936f
3c0a1040,8,0,365,294,636,9a4a427e2338ca2a
05302038,8,0,292,294,636,17837f3a7c7a1e6a
1844a440,8,0,356,256,636,b43cfdaf416b1c23
05215808,8,0,391,100,636,38e567eb72a62c3e
0145100b,8,0,301,294,636,45e28e0e76e6bf0f
2805a600,8,0,232,294,636,3199e055ebf85673
302c0281,8,0,390,100,636,f8cb66f04e7bb52b
1a281404,8,0,391,100,636,38e567eb72a62c3e
0b82c004,8,0,371,256,636,9976ef8d186aa262
0818b012,8,0,221,294,636,93d9acfd45170dd0
09212181,8,0,243,294,636,826aaa5ed932bed9
0486300c,8,0,360,256,636,44edf14d26feeca0
0a04a049,8,0,256,294,636,e019cc902a305a1c
05488580,8,0,359,100,636,9812d5a890cb810a
3a046800,8,0,381,100,636,af437547c22ac926
06314022,8,0,350,100,636,cc27cdd2b185d784
00d05083,8,0,391,100,636,38e567eb72a62c3e
24c68200,8,0,216,294,636,bce191ebd2b0fab9
049070a0,8,0,391,100,636,38e567eb72a62c3e
0c151042,8,0,262,294,636,ba19663cda750b1f
21389400,8,0,391,100,636,38e567eb72a62c3e
05222882,8,0,378,100,636,1b155ed8ab57b272
0f028840,8,0,330,256,636,8fc7a3de1c91c8e3
08984109,8,0,389,100,636,ed6f9eee83286248
071a0024,8,0,346,294,636,27d67ba863dd6af9
2a40c404,8,0,312,100,636,5b42c2abfb96a5ec
29520084,8,0,345,256,636,ebf6f2f960de388d
20185830,8,0,265,294,636,18fd3fa1084aec7b
0ca8c020,8,0,357,294,636,3031f14d84f6b0ee
0c694400,8,0,387,256,636,724133b616925234
0842a444,8,0,165,338,636,83c2f275c8b47e31
1a40e001,8,0,366,100,636,cec938a02043a3a0
10103384,8,0,277,294,636,99d3bcfc0cc6b979
20a16401,8,0,310,294,636,68033e6152e557f3
0c430051,8,0,266,294,636,e36eba670010b40
0600a04b,8,0,354,100,636,efb68dee87c4b191
2a30c004,8,0,386,100,636,f5ca2f56e45e3306
2288c600,8,0,391,100,636,38e567eb72a62c3e
06840c82,8,0,373,100,636,385316e4a5c32a5e
002032a5,8,0,341,294,636,f384041e4ecc66c6
1510081a,8,0,359,294,636,4de60a67b1eacb5c
109c8009,8,0,391,100,636,38e567eb72a62c3e
